City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ugoofaaru,5.67,73.0,82.31,69,78,6.96,MV,1595825513
Joshīmath,30.57,79.57,73.44,54,62,4.45,IN,1595825514
Vardø,70.37,31.11,64.4,63,36,5.82,NO,1595824936
Azángaro,-14.92,-70.22,30.54,79,13,0.87,PE,1595825516
Grand-Lahou,5.14,-5.02,73.08,88,91,8.97,CI,1595825517
Anadyr,64.75,177.48,78.8,54,0,6.71,RU,1595824804
Arman',59.7,150.17,63.25,64,0,9.37,RU,1595825519
Alekseyevsk,57.84,108.35,76.08,42,100,7.47,RU,1595825520
Mahon,39.89,4.27,71.6,94,0,5.82,ES,1595825521
Chebarkul',54.97,60.36,60.98,74,83,7.02,RU,1595825523
Namatanai,-3.67,152.43,83.89,74,100,7.2,PG,1595825524
Sobolevo,54.43,31.9,63.88,94,100,2.17,RU,1595825525
Laas,46.62,10.7,57.0,61,12,1.77,IT,1595824988
Acapulco de Juárez,16.86,-99.89,80.55,75,100,3.91,MX,1595824908
Palhoça,-27.8,-48.66,62.6,77,75,12.75,BR,1595825528
Lüderitz,-26.65,15.16,55.4,76,0,10.29,NA,1595825529
Puri,19.8,85.85,93.2,71,40,5.82,IN,1595825530
Aswān,24.09,32.91,91.47,13,0,10.87,EG,1595825532
Faanui,-16.48,-151.75,79.36,77,100,15.57,PF,1595825533
Bereda,43.27,-7.54,61.0,100,3,1.01,ES,1595825534
Port Lincoln,-34.73,135.87,57.38,61,47,9.01,AU,1595825535
Cedeno,7.05,-72.16,67.59,79,54,3.22,CO,1595825536
Yangi Marg`ilon,40.43,71.72,77.0,61,67,4.7,UZ,1595825537
Saint Anthony,45.02,-93.22,73.4,56,1,10.29,US,1595825277
Pilar,-9.6,-35.96,68.0,94,20,2.24,BR,1595825539
Beringovskiy,63.05,179.32,71.4,54,90,7.49,RU,1595825541
Tevaitoa,-16.78,-151.5,80.04,75,97,16.64,PF,1595825542
Bathsheba,13.22,-59.52,82.27,80,94,14.81,BB,1595825544
Arrondissement de Brive-la-Gaillarde,45.25,1.5,57.99,96,0,1.99,FR,1595825545
Ola,59.58,151.28,60.71,73,0,18.03,RU,1595825546
Kiama,-34.68,150.87,57.99,96,100,11.99,AU,1595825547
Alofi,-19.06,-169.92,73.4,88,37,9.17,NU,1595825026
Quatre Cocos,-20.21,57.76,73.0,73,75,14.99,MU,1595825550
Yūbari,43.04,141.96,68.0,93,75,9.17,JP,1595825551
Hervey Bay,-25.3,152.85,69.01,51,20,8.01,AU,1595825410
Żary,51.64,15.14,64.0,86,28,2.39,PL,1595825553
Nizhnevartovsk,60.93,76.55,60.8,55,20,8.95,RU,1595825554
Norfolk,42.17,-71.25,77.0,83,1,3.36,US,1595825382
Seymchan,62.88,152.43,79.54,41,61,3.38,RU,1595825556
Nuevo Progreso,23.17,-97.95,84.0,67,100,3.0,MX,1595825557
Revda,56.8,59.93,66.2,52,87,8.95,RU,1595825558
Kollam,8.88,76.6,89.6,62,20,8.05,IN,1595825559
Henderson,36.04,-114.98,97.0,22,1,8.63,US,1595825562
Wanning,18.8,110.4,91.06,61,83,14.52,CN,1595825563
Aripuanã,-9.17,-60.63,72.93,55,49,2.04,BR,1595824992
Nizhniy Odes,63.64,54.86,71.65,45,34,4.36,RU,1595825566
Gayny,60.31,54.32,73.8,47,14,1.81,RU,1595825568
Petropavlovsk-Kamchatskiy,53.05,158.65,75.2,41,9,8.95,RU,1595825569
Fortuna,40.6,-124.16,55.99,91,43,1.66,US,1595825570
Marquette,46.53,-87.63,72.0,96,4,8.88,US,1595825571
Saurimo,-9.66,20.39,56.08,47,1,5.86,AO,1595825573
Volksrust,-27.37,29.88,42.33,79,91,4.85,ZA,1595825574
Dufftown,57.43,-3.13,52.0,76,96,6.93,GB,1595825575
Bairiki Village,1.33,172.98,82.4,83,75,8.05,KI,1595825576
Krasnosel'kup,65.7,82.47,55.78,66,87,12.21,RU,1595825000
Le Marin,14.47,-60.87,82.4,78,40,4.7,MQ,1595825578
Muros,42.78,-9.06,57.0,83,0,2.71,ES,1595825579
Turinsk,58.05,63.7,64.11,69,83,4.23,RU,1595825580
Mabaruma,8.2,-59.78,74.21,96,33,0.92,GY,1595825581
Sistranda,63.73,8.83,55.99,100,75,9.17,NO,1595825582
Yeniseysk,58.45,92.17,70.92,42,96,7.09,RU,1595825584
Narasannapeta,18.42,84.05,92.12,58,100,5.28,IN,1595825019
Abéché,13.83,20.83,75.85,75,78,13.73,TD,1595825586
Atar,20.52,-13.05,81.61,58,0,8.41,MR,1595825018
Manaure,11.78,-72.44,81.61,75,97,10.76,CO,1595825588
Anuchino,43.96,133.05,83.73,52,10,1.57,RU,1595825589
Ntungamo,-0.88,29.65,67.41,72,40,2.75,UG,1595825590
Khāsh,28.22,61.22,88.02,28,15,8.23,IR,1595825592
Copiapó,-27.37,-70.33,51.8,87,0,2.24,CL,1595825593
Sungai Penuh,-2.08,101.38,81.81,44,38,2.77,ID,1595825594
Artigas,-30.4,-56.47,48.09,81,11,3.78,UY,1595825596
Hoskote,14.28,77.17,79.3,66,94,16.96,IN,1595825597
Lompoc,34.64,-120.46,59.0,87,0,5.82,US,1595825598
Matagami,49.75,-77.63,73.4,83,20,4.43,CA,1595825599
Stornoway,58.21,-6.39,52.0,93,98,24.16,GB,1595825601
Thornhill,55.23,-3.77,57.0,87,75,2.24,GB,1595825430
Smithers,54.78,-127.17,68.0,60,40,2.24,CA,1595825603
Swift Current,50.28,-107.8,57.2,67,1,6.93,CA,1595825604
Curitibanos,-27.28,-50.58,51.4,98,100,3.38,BR,1595825406
Departamento de Maldonado,-34.67,-54.92,55.0,76,21,4.7,UY,1595825606
Saint-Augustin,51.23,-58.65,52.45,94,18,3.85,CA,1595825607
Kandrian,-6.22,149.55,83.91,71,58,9.62,PG,1595825608
Bandarbeyla,9.49,50.81,84.52,53,14,22.19,SO,1595825021
Sitka,57.05,-135.33,55.4,87,90,3.36,US,1595825610
Roebourne,-20.78,117.13,77.81,20,43,12.48,AU,1595825612
Lere,10.39,8.57,68.27,94,100,5.17,NG,1595825613
Ürümqi,43.8,87.6,89.6,25,92,4.47,CN,1595825614
Lahaina,20.88,-156.68,82.4,74,75,5.82,US,1595825615
Pahrump,36.21,-115.98,90.0,14,1,9.17,US,1595825580
Falun,60.6,15.63,59.0,93,94,6.93,SE,1595825617
Nome,64.5,-165.41,55.0,87,90,11.41,US,1595825618
Santa Lucía,27.91,-15.54,71.6,73,75,25.28,ES,1595825619
Rozivka,46.94,35.77,75.54,54,100,15.79,UA,1595825621
Marawi,8.0,124.29,84.99,82,47,5.99,PH,1595825613
Ambunti,-4.24,142.84,90.28,55,46,4.83,PG,1595825624
Torquay,50.46,-3.51,61.0,96,100,19.57,GB,1595825625
Abu Dhabi,24.47,54.37,96.8,37,44,10.29,AE,1595825335
Sabang,5.89,95.32,83.3,74,87,6.62,ID,1595825627
Narsaq,60.92,-46.05,46.4,87,17,8.05,GL,1595825628
Ikalamavony,-21.15,46.58,57.25,60,0,2.66,MG,1595825629
Kupang,-10.17,123.58,89.6,33,20,17.22,ID,1595825631
Fort Abbas,29.19,72.85,100.51,35,1,10.38,PK,1595825632
Ban Tak,17.04,99.08,95.0,66,100,2.64,TH,1595825633
Koumac,-20.57,164.28,74.08,71,39,4.05,NC,1595825635
Pozo Colorado,-23.49,-58.8,59.22,74,0,5.03,PY,1595825636
Bolu Province,40.67,31.58,68.72,65,0,2.59,TR,1595825637
Ivanava,52.15,25.54,66.06,87,50,4.16,BY,1595825638
Noril'sk,69.35,88.2,59.0,51,40,11.18,RU,1595825639
Ambilobe,-13.2,49.05,68.02,83,100,1.25,MG,1595825641
Tucupita,9.06,-62.05,74.01,98,87,2.17,VE,1595825643
Ngunguru,-35.62,174.5,57.0,13,31,3.0,NZ,1595825404
Nishihara,26.18,127.76,87.8,66,75,14.99,JP,1595825645
Manoel Urbano,-8.84,-69.26,70.11,77,18,1.7,BR,1595825646
Bud,39.45,-86.18,80.01,90,0,6.42,US,1595825647
Baft,29.23,56.61,80.96,16,0,4.03,IR,1595825648
Kota Kinabalu,5.97,116.07,87.8,79,20,6.93,MY,1595825649
Sterling,39.01,-77.43,81.0,74,75,3.38,US,1595825650
Lodja,-3.48,23.43,68.45,71,3,2.08,CD,1595825652
Herat Province,34.5,62.0,87.8,22,0,3.36,AF,1595825653
Tyrma,50.08,132.17,86.11,49,68,2.86,RU,1595825654
San Juan,-31.54,-68.54,52.75,39,1,12.97,AR,1595825655
Keflavik,64.0,-22.56,44.6,87,6,16.11,IS,1595825656
Olinda,-8.01,-34.86,78.8,69,20,12.75,BR,1595825657
Roseburg,43.22,-123.34,89.6,27,1,1.5,US,1595825658
Okato,-39.2,173.88,57.99,48,0,5.01,NZ,1595825404
Moelv,60.93,10.7,51.01,98,100,11.01,NO,1595825660
Harlingen,26.19,-97.7,82.0,94,75,6.93,US,1595825662
Sept-Îles,50.2,-66.38,57.2,93,75,1.88,CA,1595825378
Dauphin,51.15,-100.05,62.6,77,75,9.17,CA,1595825664
Kamina,-8.74,24.99,54.14,54,11,4.29,CD,1595825665
Port Augusta,-32.5,137.77,59.0,77,90,12.75,AU,1595825666
Mugumu,-1.85,34.7,62.26,60,0,4.32,TZ,1595825670
Zhezkazgan,47.8,67.71,77.0,33,0,17.9,KZ,1595825671
Katherine,-14.47,132.27,84.2,16,100,10.29,AU,1595825674
Halle,51.5,12.0,63.0,93,45,2.24,DE,1595825675
Sicamous,50.83,-118.99,64.0,85,0,3.29,CA,1595825676
Hambantota,6.12,81.12,84.2,74,75,11.41,LK,1595825677
Zinder,13.81,8.99,69.8,94,40,13.87,NE,1595825678
Maningrida,-12.07,134.27,86.56,34,94,8.25,AU,1595825679
Haines Junction,60.75,-137.51,48.76,71,72,8.46,CA,1595825680
Gamba,-2.65,10.0,71.33,86,72,4.38,GA,1595825682
Zhob,31.34,69.45,85.93,40,9,3.33,PK,1595825684
Grindavik,63.84,-22.43,44.6,87,30,16.11,IS,1595825685
Chengde,40.97,117.94,68.7,83,99,2.82,CN,1595825686
Rabat,33.99,-6.84,73.0,88,40,4.7,MA,1595825687
Zhengjiatun,43.51,123.51,78.17,65,100,6.22,CN,1595825688
Pasinler,39.98,41.68,64.4,48,0,1.21,TR,1595825689
Santa Maria,-29.68,-53.81,51.37,84,16,1.7,BR,1595825690
Arrondissement du Havre,49.58,0.33,60.8,82,31,5.82,FR,1595825691
Itoman,26.12,127.67,87.8,74,75,13.87,JP,1595825693
Gurupá,-1.41,-51.64,74.21,82,19,2.33,BR,1595825694
Sola,-13.88,167.55,80.44,83,91,22.06,VU,1595825695
Guerrero Negro,27.98,-114.06,67.71,84,0,14.5,MX,1595825696
Umm Kaddadah,13.6,26.69,79.92,64,46,14.56,SD,1595825697
Taoudenni,22.68,-3.98,91.58,11,64,5.84,ML,1595825698
Binga,-17.62,27.34,51.21,59,0,2.8,ZW,1595825699
Centralia,46.72,-122.95,77.0,41,1,4.5,US,1595825701
Vestmannaeyjar,63.44,-20.27,50.59,87,98,3.53,IS,1595825703
Ahipara,-35.17,173.17,55.67,66,44,4.59,NZ,1595825704
Havelock,34.88,-76.9,82.99,88,0,3.0,US,1595825705
Taltal,-25.4,-70.48,54.5,72,17,1.41,CL,1595825706
Baltasi,56.35,50.21,65.53,75,0,6.33,RU,1595825707
Conakry,9.54,-13.68,77.04,86,100,15.7,GN,1595825577
Salalah,17.02,54.09,80.6,88,90,6.93,OM,1595825709
Waipawa,-41.41,175.52,51.8,71,0,4.7,NZ,1595825710
Winona,43.97,-91.77,73.4,94,40,3.36,US,1595825711
Abonnema,4.71,6.79,74.62,92,100,4.18,NG,1595825712
Palmer,42.16,-72.33,75.2,69,1,3.36,US,1595825714
Vigrestad,58.57,5.7,57.99,99,68,1.01,NO,1595825715
Bogalusa,30.79,-89.85,75.2,94,75,1.59,US,1595825716
Semey,50.41,80.23,77.0,41,86,4.47,KZ,1595825717
Shizukuishi,39.68,140.98,80.6,78,75,3.36,JP,1595825718
Juli,-16.22,-69.45,32.02,73,0,4.97,PE,1595825719
Acaraú,-2.89,-40.12,75.34,85,70,14.23,BR,1595825720
San Vicente,-26.62,-54.13,60.08,84,98,3.4,AR,1595825721
Lenauheim,45.87,20.8,68.0,100,90,1.12,RO,1595825723
Terrace,54.52,-128.6,66.2,82,75,11.41,CA,1595825455
Marga,45.5,22.52,64.24,79,63,1.7,RO,1595825725
Shenjiamen,29.96,122.3,79.34,91,100,16.33,CN,1595825726
Villaviciosa,43.48,-5.44,68.0,78,0,3.89,ES,1595825727
Lysyanka,49.25,30.83,68.13,77,98,9.15,UA,1595825728
Luwingu,-10.26,29.93,48.97,90,45,3.85,ZM,1595825729
Hyères,43.12,6.12,73.0,82,20,3.36,FR,1595825731
Katobu,-4.94,122.53,87.26,55,51,5.91,ID,1595825732
Stromness,58.97,-3.3,52.0,90,32,14.0,GB,1595825733
Whyalla,-33.03,137.58,59.0,77,90,12.75,AU,1595825734
Macusani,-14.08,-70.43,32.04,81,1,0.81,PE,1595825735
Lae,-6.72,146.98,84.16,63,52,8.57,PG,1595825736
Tautira,-17.73,-149.15,78.8,78,40,13.87,PF,1595825737
