City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
Laas,IT,46.62,10.7,57.0,61.0,12.0,1.77
Acapulco de Juárez,MX,16.86,-99.89,80.55,75.0,100.0,3.91
Palhoça,BR,-27.8,-48.66,62.6,77.0,75.0,12.75
Lüderitz,NA,-26.65,15.16,55.4,76.0,0.0,10.29
Puri,IN,19.8,85.85,93.2,71.0,40.0,5.82
Aswān,EG,24.09,32.91,91.47,13.0,0.0,10.87
Faanui,PF,-16.48,-151.75,79.36,77.0,100.0,15.57
Bereda,ES,43.27,-7.54,61.0,100.0,3.0,1.01
Port Lincoln,AU,-34.73,135.87,57.38,61.0,47.0,9.01
Cedeno,CO,7.05,-72.16,67.59,79.0,54.0,3.22
Yangi Marg`ilon,UZ,40.43,71.72,77.0,61.0,67.0,4.7
Saint Anthony,US,45.02,-93.22,73.4,56.0,1.0,10.29
Pilar,BR,-9.6,-35.96,68.0,94.0,20.0,2.24
Beringovskiy,RU,63.05,179.32,71.4,54.0,90.0,7.49
Tevaitoa,PF,-16.78,-151.5,80.04,75.0,97.0,16.64
Bathsheba,BB,13.22,-59.52,82.27,80.0,94.0,14.81
Arrondissement de Brive-la-Gaillarde,FR,45.25,1.5,57.99,96.0,0.0,1.99
Ola,RU,59.58,151.28,60.71,73.0,0.0,18.03
Kiama,AU,-34.68,150.87,57.99,96.0,100.0,11.99
Alofi,NU,-19.06,-169.92,73.4,88.0,37.0,9.17
Quatre Cocos,MU,-20.21,57.76,73.0,73.0,75.0,14.99
Yūbari,JP,43.04,141.96,68.0,93.0,75.0,9.17
Hervey Bay,AU,-25.3,152.85,69.01,51.0,20.0,8.01
Żary,PL,51.64,15.14,64.0,86.0,28.0,2.39
Nizhnevartovsk,RU,60.93,76.55,60.8,55.0,20.0,8.95
Norfolk,US,42.17,-71.25,77.0,83.0,1.0,3.36
Seymchan,RU,62.88,152.43,79.54,41.0,61.0,3.38
Nuevo Progreso,MX,23.17,-97.95,84.0,67.0,100.0,3.0
Revda,RU,56.8,59.93,66.2,52.0,87.0,8.95
Kollam,IN,8.88,76.6,89.6,62.0,20.0,8.05
Henderson,US,36.04,-114.98,97.0,22.0,1.0,8.63
Wanning,CN,18.8,110.4,91.06,61.0,83.0,14.52
Aripuanã,BR,-9.17,-60.63,72.93,55.0,49.0,2.04
Nizhniy Odes,RU,63.64,54.86,71.65,45.0,34.0,4.36
Gayny,RU,60.31,54.32,73.8,47.0,14.0,1.81
Petropavlovsk-Kamchatskiy,RU,53.05,158.65,75.2,41.0,9.0,8.95
Fortuna,US,40.6,-124.16,55.99,91.0,43.0,1.66
Marquette,US,46.53,-87.63,72.0,96.0,4.0,8.88
Saurimo,AO,-9.66,20.39,56.08,47.0,1.0,5.86
Volksrust,ZA,-27.37,29.88,42.33,79.0,91.0,4.85
Dufftown,GB,57.43,-3.13,52.0,76.0,96.0,6.93
Bairiki Village,KI,1.33,172.98,82.4,83.0,75.0,8.05
Krasnosel'kup,RU,65.7,82.47,55.78,66.0,87.0,12.21
Le Marin,MQ,14.47,-60.87,82.4,78.0,40.0,4.7
Muros,ES,42.78,-9.06,57.0,83.0,0.0,2.71
Turinsk,RU,58.05,63.7,64.11,69.0,83.0,4.23
Mabaruma,GY,8.2,-59.78,74.21,96.0,33.0,0.92
Sistranda,NO,63.73,8.83,55.99,100.0,75.0,9.17
Yeniseysk,RU,58.45,92.17,70.92,42.0,96.0,7.09
Narasannapeta,IN,18.42,84.05,92.12,58.0,100.0,5.28
Abéché,TD,13.83,20.83,75.85,75.0,78.0,13.73
Atar,MR,20.52,-13.05,81.61,58.0,0.0,8.41
Manaure,CO,11.78,-72.44,81.61,75.0,97.0,10.76
Anuchino,RU,43.96,133.05,83.73,52.0,10.0,1.57
Ntungamo,UG,-0.88,29.65,67.41,72.0,40.0,2.75
Khāsh,IR,28.22,61.22,88.02,28.0,15.0,8.23
Copiapó,CL,-27.37,-70.33,51.8,87.0,0.0,2.24
Sungai Penuh,ID,-2.08,101.38,81.81,44.0,38.0,2.77
Artigas,UY,-30.4,-56.47,48.09,81.0,11.0,3.78
Hoskote,IN,14.28,77.17,79.3,66.0,94.0,16.96
Lompoc,US,34.64,-120.46,59.0,87.0,0.0,5.82
Matagami,CA,49.75,-77.63,73.4,83.0,20.0,4.43
Stornoway,GB,58.21,-6.39,52.0,93.0,98.0,24.16
Thornhill,GB,55.23,-3.77,57.0,87.0,75.0,2.24
Smithers,CA,54.78,-127.17,68.0,60.0,40.0,2.24
Swift Current,CA,50.28,-107.8,57.2,67.0,1.0,6.93
Curitibanos,BR,-27.28,-50.58,51.4,98.0,100.0,3.38
Departamento de Maldonado,UY,-34.67,-54.92,55.0,76.0,21.0,4.7
Saint-Augustin,CA,51.23,-58.65,52.45,94.0,18.0,3.85
Kandrian,PG,-6.22,149.55,83.91,71.0,58.0,9.62
Bandarbeyla,SO,9.49,50.81,84.52,53.0,14.0,22.19
Sitka,US,57.05,-135.33,55.4,87.0,90.0,3.36
Roebourne,AU,-20.78,117.13,77.81,20.0,43.0,12.48
Lere,NG,10.39,8.57,68.27,94.0,100.0,5.17
Ürümqi,CN,43.8,87.6,89.6,25.0,92.0,4.47
Lahaina,US,20.88,-156.68,82.4,74.0,75.0,5.82
Pahrump,US,36.21,-115.98,90.0,14.0,1.0,9.17
Falun,SE,60.6,15.63,59.0,93.0,94.0,6.93
Nome,US,64.5,-165.41,55.0,87.0,90.0,11.41
Santa Lucía,ES,27.91,-15.54,71.6,73.0,75.0,25.28
Rozivka,UA,46.94,35.77,75.54,54.0,100.0,15.79
Marawi,PH,8.0,124.29,84.99,82.0,47.0,5.99
Ambunti,PG,-4.24,142.84,90.28,55.0,46.0,4.83
Torquay,GB,50.46,-3.51,61.0,96.0,100.0,19.57
Abu Dhabi,AE,24.47,54.37,96.8,37.0,44.0,10.29
Sabang,ID,5.89,95.32,83.3,74.0,87.0,6.62
Narsaq,GL,60.92,-46.05,46.4,87.0,17.0,8.05
Ikalamavony,MG,-21.15,46.58,57.25,60.0,0.0,2.66
Kupang,ID,-10.17,123.58,89.6,33.0,20.0,17.22
Fort Abbas,PK,29.19,72.85,100.51,35.0,1.0,10.38
Ban Tak,TH,17.04,99.08,95.0,66.0,100.0,2.64
Koumac,NC,-20.57,164.28,74.08,71.0,39.0,4.05
Pozo Colorado,PY,-23.49,-58.8,59.22,74.0,0.0,5.03
Bolu Province,TR,40.67,31.58,68.72,65.0,0.0,2.59
Ivanava,BY,52.15,25.54,66.06,87.0,50.0,4.16
Noril'sk,RU,69.35,88.2,59.0,51.0,40.0,11.18
Ambilobe,MG,-13.2,49.05,68.02,83.0,100.0,1.25
Tucupita,VE,9.06,-62.05,74.01,98.0,87.0,2.17
Ngunguru,NZ,-35.62,174.5,57.0,13.0,31.0,3.0
Nishihara,JP,26.18,127.76,87.8,66.0,75.0,14.99
Manoel Urbano,BR,-8.84,-69.26,70.11,77.0,18.0,1.7
Bud,US,39.45,-86.18,80.01,90.0,0.0,6.42
Baft,IR,29.23,56.61,80.96,16.0,0.0,4.03
Kota Kinabalu,MY,5.97,116.07,87.8,79.0,20.0,6.93
Sterling,US,39.01,-77.43,81.0,74.0,75.0,3.38
Lodja,CD,-3.48,23.43,68.45,71.0,3.0,2.08
Herat Province,AF,34.5,62.0,87.8,22.0,0.0,3.36
Tyrma,RU,50.08,132.17,86.11,49.0,68.0,2.86
San Juan,AR,-31.54,-68.54,52.75,39.0,1.0,12.97
Keflavik,IS,64.0,-22.56,44.6,87.0,6.0,16.11
Olinda,BR,-8.01,-34.86,78.8,69.0,20.0,12.75
Roseburg,US,43.22,-123.34,89.6,27.0,1.0,1.5
Okato,NZ,-39.2,173.88,57.99,48.0,0.0,5.01
Moelv,NO,60.93,10.7,51.01,98.0,100.0,11.01
Harlingen,US,26.19,-97.7,82.0,94.0,75.0,6.93
Sept-Îles,CA,50.2,-66.38,57.2,93.0,75.0,1.88
Dauphin,CA,51.15,-100.05,62.6,77.0,75.0,9.17
Kamina,CD,-8.74,24.99,54.14,54.0,11.0,4.29
Port Augusta,AU,-32.5,137.77,59.0,77.0,90.0,12.75
Mugumu,TZ,-1.85,34.7,62.26,60.0,0.0,4.32
Zhezkazgan,KZ,47.8,67.71,77.0,33.0,0.0,17.9
Katherine,AU,-14.47,132.27,84.2,16.0,100.0,10.29
Halle,DE,51.5,12.0,63.0,93.0,45.0,2.24
Sicamous,CA,50.83,-118.99,64.0,85.0,0.0,3.29
Hambantota,LK,6.12,81.12,84.2,74.0,75.0,11.41
Zinder,NE,13.81,8.99,69.8,94.0,40.0,13.87
Maningrida,AU,-12.07,134.27,86.56,34.0,94.0,8.25
Haines Junction,CA,60.75,-137.51,48.76,71.0,72.0,8.46
Gamba,GA,-2.65,10.0,71.33,86.0,72.0,4.38
Zhob,PK,31.34,69.45,85.93,40.0,9.0,3.33
Grindavik,IS,63.84,-22.43,44.6,87.0,30.0,16.11
Chengde,CN,40.97,117.94,68.7,83.0,99.0,2.82
Rabat,MA,33.99,-6.84,73.0,88.0,40.0,4.7
Zhengjiatun,CN,43.51,123.51,78.17,65.0,100.0,6.22
Pasinler,TR,39.98,41.68,64.4,48.0,0.0,1.21
Santa Maria,BR,-29.68,-53.81,51.37,84.0,16.0,1.7
Arrondissement du Havre,FR,49.58,0.33,60.8,82.0,31.0,5.82
Itoman,JP,26.12,127.67,87.8,74.0,75.0,13.87
Gurupá,BR,-1.41,-51.64,74.21,82.0,19.0,2.33
Sola,VU,-13.88,167.55,80.44,83.0,91.0,22.06
Guerrero Negro,MX,27.98,-114.06,67.71,84.0,0.0,14.5
Umm Kaddadah,SD,13.6,26.69,79.92,64.0,46.0,14.56
Taoudenni,ML,22.68,-3.98,91.58,11.0,64.0,5.84
Binga,ZW,-17.62,27.34,51.21,59.0,0.0,2.8
Centralia,US,46.72,-122.95,77.0,41.0,1.0,4.5
Vestmannaeyjar,IS,63.44,-20.27,50.59,87.0,98.0,3.53
Ahipara,NZ,-35.17,173.17,55.67,66.0,44.0,4.59
Havelock,US,34.88,-76.9,82.99,88.0,0.0,3.0
Taltal,CL,-25.4,-70.48,54.5,72.0,17.0,1.41
Baltasi,RU,56.35,50.21,65.53,75.0,0.0,6.33
Conakry,GN,9.54,-13.68,77.04,86.0,100.0,15.7
Salalah,OM,17.02,54.09,80.6,88.0,90.0,6.93
Waipawa,NZ,-41.41,175.52,51.8,71.0,0.0,4.7
Winona,US,43.97,-91.77,73.4,94.0,40.0,3.36
Abonnema,NG,4.71,6.79,74.62,92.0,100.0,4.18
Palmer,US,42.16,-72.33,75.2,69.0,1.0,3.36
Vigrestad,NO,58.57,5.7,57.99,99.0,68.0,1.01
Bogalusa,US,30.79,-89.85,75.2,94.0,75.0,1.59
Semey,KZ,50.41,80.23,77.0,41.0,86.0,4.47
Shizukuishi,JP,39.68,140.98,80.6,78.0,75.0,3.36
Juli,PE,-16.22,-69.45,32.02,73.0,0.0,4.97
Acaraú,BR,-2.89,-40.12,75.34,85.0,70.0,14.23
San Vicente,AR,-26.62,-54.13,60.08,84.0,98.0,3.4
Lenauheim,RO,45.87,20.8,68.0,100.0,90.0,1.12
Terrace,CA,54.52,-128.6,66.2,82.0,75.0,11.41
Marga,RO,45.5,22.52,64.24,79.0,63.0,1.7
Shenjiamen,CN,29.96,122.3,79.34,91.0,100.0,16.33
Villaviciosa,ES,43.48,-5.44,68.0,78.0,0.0,3.89
Lysyanka,UA,49.25,30.83,68.13,77.0,98.0,9.15
Luwingu,ZM,-10.26,29.93,48.97,90.0,45.0,3.85
Hyères,FR,43.12,6.12,73.0,82.0,20.0,3.36
Katobu,ID,-4.94,122.53,87.26,55.0,51.0,5.91
Stromness,GB,58.97,-3.3,52.0,90.0,32.0,14.0
Whyalla,AU,-33.03,137.58,59.0,77.0,90.0,12.75
Macusani,PE,-14.08,-70.43,32.04,81.0,1.0,0.81
Lae,PG,-6.72,146.98,84.16,63.0,52.0,8.57
Tautira,PF,-17.73,-149.15,78.8,78.0,40.0,13.87
